episode,reward,advantage
1,-51.15599822998047,10.12125015258789
2,-39.0260009765625,22.25124740600586
3,-41.290000915527344,19.987247467041016
4,-45.768001556396484,15.509246826171875
5,-47.06399917602539,14.213249206542969
6,-41.305999755859375,19.971248626708984
7,-40.04399871826172,21.23324966430664
8,-53.63999938964844,7.637248992919922
9,-43.28799819946289,17.98925018310547
10,-36.99599838256836,24.28125
11,-75.8219985961914,-14.544750213623047
12,-48.79800033569336,12.479248046875
13,-52.12200164794922,9.15524673461914
14,-71.74199676513672,-10.46474838256836
15,-33.874000549316406,27.403247833251953
16,-37.99399948120117,23.283248901367188
17,-48.56800079345703,12.709247589111328
18,-69.91400146484375,-8.63675308227539
19,-50.31999969482422,10.95724868774414
20,-43.40999984741211,17.86724853515625
21,-67.26200103759766,-5.984752655029297
22,-41.54399871826172,19.73324966430664
23,-46.17599868774414,15.101249694824219
24,-41.52000045776367,19.757247924804688
25,-39.507999420166016,21.769248962402344
26,-44.380001068115234,16.897247314453125
27,-54.9379997253418,6.3392486572265625
28,-30.972000122070312,30.305248260498047
29,-59.9739990234375,1.3032493591308594
30,-51.47800064086914,9.799247741699219
31,-39.683998107910156,21.593250274658203
32,-44.8380012512207,16.439247131347656
33,-60.95800018310547,0.3192481994628906
34,-27.238000869750977,34.03924560546875
35,-64.4000015258789,-3.122753143310547
36,-46.071998596191406,15.205249786376953
37,-35.78200149536133,25.49524688720703
38,-50.560001373291016,10.717247009277344
39,-44.433998107910156,16.843250274658203
40,-53.39400100708008,7.883247375488281
41,-30.889999389648438,30.387248992919922
42,-43.32600021362305,17.951248168945312
43,-62.762001037597656,-1.4847526550292969
44,-43.8380012512207,17.439247131347656
45,-43.06999969482422,18.20724868774414
46,-32.4900016784668,28.787246704101562
47,-49.37799835205078,11.899250030517578
48,-35.055999755859375,26.221248626708984
49,-68.66200256347656,-7.384754180908203
50,-51.11800003051758,10.159248352050781
51,-42.04800033569336,19.229248046875
52,-43.05799865722656,18.219249725341797
53,-48.417999267578125,12.859249114990234
54,-53.87200164794922,7.405246734619141
55,-38.40800094604492,22.869247436523438
56,-56.75199890136719,4.525249481201172
57,-60.06999969482422,1.2072486877441406
58,-59.52799987792969,1.7492485046386719
59,-35.624000549316406,25.653247833251953
60,-37.986000061035156,23.291248321533203
61,-56.36000061035156,4.917247772216797
62,-46.69599914550781,14.581249237060547
63,-69.26799774169922,-7.990749359130859
64,-42.02799987792969,19.249248504638672
65,-41.604000091552734,19.673248291015625
66,-50.959999084472656,10.317249298095703
67,-51.9900016784668,9.287246704101562
68,-32.2140007019043,29.063247680664062
69,-49.14799880981445,12.129249572753906
70,-36.02399826049805,25.253250122070312
71,-24.059999465942383,37.217247009277344
72,-43.2239990234375,18.05324935913086
73,-25.073999404907227,36.2032470703125
74,-30.95599937438965,30.32124900817871
75,-57.97200012207031,3.305248260498047
76,-39.14799880981445,22.129249572753906
77,-55.13199996948242,6.1452484130859375
78,-47.20399856567383,14.073249816894531
79,-36.95199966430664,24.32524871826172
80,-67.03600311279297,-5.758754730224609
81,-64.49800109863281,-3.220752716064453
82,-31.923999786376953,29.353248596191406
83,-70.9800033569336,-9.702754974365234
84,-36.731998443603516,24.545249938964844
85,-53.86199951171875,7.415248870849609
86,-33.301998138427734,27.975250244140625
87,-55.83599853515625,5.441249847412109
88,-57.22800064086914,4.049247741699219
89,-34.678001403808594,26.599246978759766
90,-33.70399856567383,27.57324981689453
91,-42.9640007019043,18.313247680664062
92,-62.375999450683594,-1.0987510681152344
93,-33.891998291015625,27.385250091552734
94,-28.091999053955078,33.18524932861328
95,-38.89799880981445,22.379249572753906
96,-40.47600173950195,20.801246643066406
97,-54.20399856567383,7.073249816894531
98,-65.6760025024414,-4.398754119873047
99,-52.59000015258789,8.687248229980469
100,-38.53799819946289,22.73925018310547
101,-51.034000396728516,10.243247985839844
102,-33.66400146484375,27.61324691772461
103,-37.316001892089844,23.961246490478516
104,-42.00400161743164,19.27324676513672
105,-50.56800079345703,10.709247589111328
106,-33.847999572753906,27.429248809814453
107,-40.95199966430664,20.32524871826172
108,-63.8380012512207,-2.5607528686523438
109,-39.321998596191406,21.955249786376953
110,-51.854000091552734,9.423248291015625
111,-42.38999938964844,18.887248992919922
112,-43.54999923706055,17.727249145507812
113,-38.36000061035156,22.917247772216797
114,-56.40599822998047,4.871250152587891
115,-40.15599822998047,21.12125015258789
116,-50.0,11.27724838256836
117,-49.486000061035156,11.791248321533203
118,-35.683998107910156,25.593250274658203
119,-40.67399978637695,20.603248596191406
120,-30.719999313354492,30.557249069213867
121,-42.3120002746582,18.965248107910156
122,-42.198001861572266,19.079246520996094
123,-36.27000045776367,25.007247924804688
124,-47.72200012207031,13.555248260498047
125,-50.43600082397461,10.84124755859375
126,-44.03799819946289,17.23925018310547
127,-39.737998962402344,21.539249420166016
128,-42.61600112915039,18.66124725341797
129,-27.97800064086914,33.29924774169922
130,-38.349998474121094,22.927249908447266
131,-52.02399826049805,9.253250122070312
132,-50.72600173950195,10.551246643066406
133,-46.40399932861328,14.873249053955078
134,-37.0359992980957,24.241249084472656
135,-49.70800018310547,11.56924819946289
136,-45.417999267578125,15.859249114990234
137,-44.194000244140625,17.083248138427734
138,-43.715999603271484,17.561248779296875
139,-52.36800003051758,8.909248352050781
140,-39.44200134277344,21.835247039794922
141,-37.76599884033203,23.511249542236328
142,-33.81399917602539,27.46324920654297
143,-48.209999084472656,13.067249298095703
144,-52.67399978637695,8.603248596191406
145,-38.63399887084961,22.64324951171875
146,-51.874000549316406,9.403247833251953
147,-49.52799987792969,11.749248504638672
148,-60.242000579833984,1.035247802734375
149,-47.88199996948242,13.395248413085938
150,-58.13999938964844,3.137248992919922
151,-45.816001892089844,15.461246490478516
152,-42.77199935913086,18.5052490234375
153,-39.486000061035156,21.791248321533203
154,-47.74800109863281,13.529247283935547
155,-44.189998626708984,17.087249755859375
156,-43.17399978637695,18.103248596191406
157,-42.29199981689453,18.985248565673828
158,-44.5880012512207,16.689247131347656
159,-39.849998474121094,21.427249908447266
160,-50.20399856567383,11.073249816894531
161,-53.810001373291016,7.467247009277344
162,-43.2140007019043,18.063247680664062
163,-44.604000091552734,16.673248291015625
164,-52.933998107910156,8.343250274658203
165,-47.70600128173828,13.571247100830078
166,-40.90599822998047,20.37125015258789
167,-54.88800048828125,6.389247894287109
168,-27.95599937438965,33.321250915527344
169,-63.529998779296875,-2.2527503967285156
170,-38.060001373291016,23.217247009277344
171,-40.04600143432617,21.231246948242188
172,-27.357999801635742,33.91925048828125
173,-53.731998443603516,7.545249938964844
174,-64.11000061035156,-2.832752227783203
175,-28.781999588012695,32.49524688720703
176,-19.868000030517578,41.40924835205078
177,-40.11199951171875,21.16524887084961
178,-37.09400177001953,24.183246612548828
179,-47.75400161743164,13.523246765136719
180,-32.95600128173828,28.321247100830078
181,-36.36199951171875,24.91524887084961
182,-40.94599914550781,20.331249237060547
183,-39.65399932861328,21.623249053955078
184,-39.10200119018555,22.175247192382812
185,-41.805999755859375,19.471248626708984
186,-38.95800018310547,22.31924819946289
187,-41.43199920654297,19.84524917602539
188,-38.76599884033203,22.511249542236328
189,-56.53799819946289,4.739250183105469
190,-49.305999755859375,11.971248626708984
191,-37.678001403808594,23.599246978759766
192,-37.96799850463867,23.309249877929688
193,-27.79599952697754,33.48124694824219
194,-34.513999938964844,26.763248443603516
195,-37.012001037597656,24.265247344970703
196,-25.709999084472656,35.5672492980957
197,-41.56399917602539,19.71324920654297
198,-31.510000228881836,29.767248153686523
199,-41.20199966430664,20.07524871826172
200,-30.211999893188477,31.065248489379883
201,-34.02799987792969,27.249248504638672
202,-31.38800048828125,29.88924789428711
203,-27.6200008392334,33.657249450683594
204,-41.540000915527344,19.737247467041016
205,-39.763999938964844,21.513248443603516
206,-42.54399871826172,18.73324966430664
207,-34.55799865722656,26.719249725341797
208,-50.36800003051758,10.909248352050781
209,-35.04199981689453,26.235248565673828
210,-40.45199966430664,20.82524871826172
211,-50.02000045776367,11.257247924804688
212,-44.5880012512207,16.689247131347656
213,-31.780000686645508,29.49724769592285
214,-47.66400146484375,13.61324691772461
215,-42.67599868774414,18.60124969482422
216,-39.529998779296875,21.747249603271484
217,-31.384000778198242,29.893247604370117
218,-37.00400161743164,24.27324676513672
219,-54.470001220703125,6.807247161865234
220,-57.762001037597656,3.515247344970703
221,-41.34400177001953,19.933246612548828
222,-44.939998626708984,16.337249755859375
223,-27.04400062561035,34.233245849609375
224,-43.77399826049805,17.503250122070312
225,-37.262001037597656,24.015247344970703
226,-37.72999954223633,23.54724884033203
227,-42.52799987792969,18.749248504638672
228,-31.233999252319336,30.043249130249023
229,-27.808000564575195,33.46924591064453
230,-46.060001373291016,15.217247009277344
231,-45.20600128173828,16.071247100830078
232,-32.439998626708984,28.837249755859375
233,-42.45399856567383,18.82324981689453
234,-31.52199935913086,29.7552490234375
235,-42.27199935913086,19.0052490234375
236,-32.4119987487793,28.865249633789062
237,-46.439998626708984,14.837249755859375
238,-24.368000030517578,36.90924835205078
239,-33.417999267578125,27.859249114990234
240,-29.214000701904297,32.06324768066406
241,-30.106000900268555,31.171247482299805
242,-32.85200119018555,28.425247192382812
243,-38.608001708984375,22.669246673583984
244,-47.0359992980957,14.241249084472656
