episode,reward,advantage
1,-32.20000076293945,-0.8734016418457031
2,-26.040000915527344,5.286598205566406
3,-30.389999389648438,0.9365997314453125
4,-28.290000915527344,3.0365982055664062
5,-34.349998474121094,-3.0233993530273438
6,-30.290000915527344,1.0365982055664062
7,-29.899999618530273,1.4265995025634766
8,-40.54999923706055,-9.223400115966797
9,-25.559999465942383,5.766599655151367
10,-25.239999771118164,6.086599349975586
11,-46.06999969482422,-14.743400573730469
12,-46.0099983215332,-14.683399200439453
13,-38.63999938964844,-7.3134002685546875
14,-29.450000762939453,1.8765983581542969
15,-31.989999771118164,-0.6634006500244141
16,-28.450000762939453,2.876598358154297
17,-66.7699966430664,-35.443397521972656
18,-45.630001068115234,-14.303401947021484
19,-48.209999084472656,-16.883399963378906
20,-36.77000045776367,-5.443401336669922
21,-19.780000686645508,11.546598434448242
22,-26.520000457763672,4.806598663330078
23,-33.439998626708984,-2.1133995056152344
24,-33.79999923706055,-2.473400115966797
25,-44.220001220703125,-12.893402099609375
26,-35.88999938964844,-4.5634002685546875
27,-33.439998626708984,-2.1133995056152344
28,-34.90999984741211,-3.5834007263183594
29,-20.219999313354492,11.106599807739258
30,-28.229999542236328,3.096599578857422
31,-28.829999923706055,2.4965991973876953
32,-33.470001220703125,-2.143402099609375
33,-28.1299991607666,3.1965999603271484
34,-26.040000915527344,5.286598205566406
35,-39.66999816894531,-8.343399047851562
36,-26.239999771118164,5.086599349975586
37,-25.639999389648438,5.6865997314453125
38,-23.760000228881836,7.566598892211914
39,-48.380001068115234,-17.053401947021484
40,-28.700000762939453,2.626598358154297
41,-53.560001373291016,-22.233402252197266
42,-35.59000015258789,-4.263401031494141
43,-35.25,-3.92340087890625
44,-31.15999984741211,0.16659927368164062
45,-34.20000076293945,-2.873401641845703
46,-39.810001373291016,-8.483402252197266
47,-38.0,-6.67340087890625
48,-35.70000076293945,-4.373401641845703
49,-32.25,-0.92340087890625
50,-32.41999816894531,-1.0933990478515625
51,-43.310001373291016,-11.983402252197266
52,-27.75,3.57659912109375
53,-32.130001068115234,-0.8034019470214844
54,-19.200000762939453,12.126598358154297
55,-20.030000686645508,11.296598434448242
56,-26.139999389648438,5.1865997314453125
57,-33.380001068115234,-2.0534019470214844
58,-35.400001525878906,-4.073402404785156
59,-31.059999465942383,0.2665996551513672
60,-26.549999237060547,4.776599884033203
61,-22.520000457763672,8.806598663330078
62,-34.099998474121094,-2.7733993530273438
63,-32.40999984741211,-1.0834007263183594
64,-18.360000610351562,12.966598510742188
65,-33.47999954223633,-2.153400421142578
66,-25.969999313354492,5.356599807739258
67,-29.829999923706055,1.4965991973876953
68,-39.400001525878906,-8.073402404785156
69,-25.350000381469727,5.976598739624023
70,-35.459999084472656,-4.133399963378906
71,-29.25,2.07659912109375
72,-35.2599983215332,-3.933399200439453
73,-28.59000015258789,2.7365989685058594
74,-24.790000915527344,6.536598205566406
75,-30.649999618530273,0.6765995025634766
76,-44.540000915527344,-13.213401794433594
77,-26.309999465942383,5.016599655151367
78,-23.329999923706055,7.996599197387695
79,-37.70000076293945,-6.373401641845703
80,-37.97999954223633,-6.653400421142578
81,-29.610000610351562,1.7165985107421875
82,-26.520000457763672,4.806598663330078
83,-36.060001373291016,-4.733402252197266
84,-24.450000762939453,6.876598358154297
85,-29.790000915527344,1.5365982055664062
86,-31.799999237060547,-0.4734001159667969
87,-21.420000076293945,9.906599044799805
88,-23.43000030517578,7.896598815917969
89,-26.020000457763672,5.306598663330078
90,-24.020000457763672,7.306598663330078
91,-19.899999618530273,11.426599502563477
92,-27.1299991607666,4.196599960327148
93,-19.790000915527344,11.536598205566406
94,-23.760000228881836,7.566598892211914
95,-21.190000534057617,10.136598587036133
96,-25.860000610351562,5.4665985107421875
97,-28.469999313354492,2.856599807739258
98,-35.4900016784668,-4.163402557373047
99,-34.650001525878906,-3.3234024047851562
100,-20.670000076293945,10.656599044799805
101,-19.950000762939453,11.376598358154297
102,-26.290000915527344,5.036598205566406
103,-20.780000686645508,10.546598434448242
104,-24.09000015258789,7.236598968505859
105,-35.59000015258789,-4.263401031494141
106,-23.479999542236328,7.846599578857422
107,-29.31999969482422,2.0065994262695312
108,-27.030000686645508,4.296598434448242
109,-27.239999771118164,4.086599349975586
110,-21.850000381469727,9.476598739624023
111,-25.81999969482422,5.506599426269531
112,-24.399999618530273,6.926599502563477
113,-22.68000030517578,8.646598815917969
114,-31.5,-0.17340087890625
115,-21.399999618530273,9.926599502563477
116,-21.709999084472656,9.616600036621094
117,-25.290000915527344,6.036598205566406
118,-29.020000457763672,2.306598663330078
119,-27.59000015258789,3.7365989685058594
120,-26.309999465942383,5.016599655151367
121,-25.209999084472656,6.116600036621094
122,-21.59000015258789,9.73659896850586
123,-23.18000030517578,8.146598815917969
124,-23.559999465942383,7.766599655151367
125,-22.899999618530273,8.426599502563477
